state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,effective_to_date,year,month,weekday
California,No,Extended,Master,Unemployed,M,Suburban,Married,Personal L3,Offer1,Call Center,SUV,Large,2011-02-03,2011,February,Thursday
Nevada,No,Extended,Doctor,Employed,M,Rural,Married,Personal L3,Offer3,Branch,Four-Door Car,Medsize,2011-01-18,2011,January,Tuesday
California,No,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Corporate L3,Offer1,Branch,Four-Door Car,Large,2011-02-15,2011,February,Tuesday
Nevada,No,Extended,Master,Employed,F,Rural,Divorced,Personal L3,Offer2,Web,Two-Door Car,Medsize,2011-01-04,2011,January,Tuesday
California,No,Basic,Doctor,Employed,F,Urban,Married,Special L2,Offer2,Call Center,Four-Door Car,Medsize,2011-01-02,2011,January,Sunday
Nevada,Yes,Premium,College,Employed,M,Suburban,Married,Personal L2,Offer2,Branch,Four-Door Car,Medsize,2011-01-03,2011,January,Monday
Arizona,No,Extended,College,Employed,M,Urban,Married,Personal L2,Offer2,Call Center,Four-Door Car,Medsize,2011-02-24,2011,February,Thursday
Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Married,Personal L3,Offer4,Web,Four-Door Car,Medsize,2011-01-23,2011,January,Sunday
California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal L1,Offer4,Agent,Four-Door Car,Medsize,2011-01-31,2011,January,Monday
Oregon,No,Extended,College,Unemployed,F,Suburban,Single,Personal L3,Offer1,Agent,Four-Door Car,Medsize,2011-01-06,2011,January,Thursday
Arizona,No,Basic,Bachelor,Employed,F,Rural,Single,Personal L3,Offer1,Agent,Two-Door Car,Large,2011-02-21,2011,February,Monday
Nevada,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Corporate L2,Offer1,Branch,Four-Door Car,Medsize,2011-01-19,2011,January,Wednesday
California,No,Extended,Master,Employed,F,Suburban,Married,Corporate L2,Offer4,Branch,Two-Door Car,Large,2011-02-06,2011,February,Sunday
Washington,No,Basic,College,Medical Leave,F,Rural,Married,Personal L2,Offer2,Web,Two-Door Car,Medsize,2011-01-08,2011,January,Saturday
California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal L2,Offer1,Agent,SUV,Small,2011-02-03,2011,February,Thursday
California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal L3,Offer2,Agent,Four-Door Car,Small,2011-02-14,2011,February,Monday
California,No,Basic,Doctor,Employed,M,Rural,Married,Personal L2,Offer3,Branch,SUV,Medsize,2011-02-10,2011,February,Thursday
Oregon,No,Basic,College,Unemployed,F,Urban,Divorced,Personal L3,Offer1,Web,SUV,Medsize,2011-01-11,2011,January,Tuesday
Arizona,No,Extended,Master,Employed,M,Suburban,Married,Corporate L3,Offer2,Agent,Four-Door Car,Medsize,2011-01-21,2011,January,Friday
Washington,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal L1,Offer1,Branch,Luxury Car,Medsize,2011-01-26,2011,January,Wednesday
Nevada,Yes,Basic,College,Employed,M,Urban,Married,Personal L1,Offer2,Web,Four-Door Car,Medsize,2011-02-03,2011,February,Thursday
Oregon,No,Basic,College,Employed,F,Rural,Married,Corporate L3,Offer1,Call Center,Two-Door Car,Small,2011-01-16,2011,January,Sunday
Arizona,No,Extended,College,Employed,F,Suburban,Married,Personal L3,Offer1,Branch,Four-Door Car,Medsize,2011-01-04,2011,January,Tuesday
Nevada,No,Premium,Master,Employed,M,Urban,Married,Personal L3,Offer3,Agent,Two-Door Car,Medsize,2011-01-11,2011,January,Tuesday
Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal L1,Offer1,Agent,Four-Door Car,Medsize,2011-02-04,2011,February,Friday
Nevada,Yes,Extended,Doctor,Employed,M,Suburban,Married,Personal L3,Offer1,Branch,Two-Door Car,Medsize,2011-02-01,2011,February,Tuesday
California,Yes,Basic,High School or Below,Employed,F,Suburban,Single,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,2011-02-05,2011,February,Saturday
California,No,Basic,Master,Employed,M,Rural,Married,Personal L3,Offer2,Branch,Four-Door Car,Medsize,2011-02-01,2011,February,Tuesday
Nevada,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal L2,Offer1,Branch,SUV,Large,2011-02-13,2011,February,Sunday
Arizona,No,Basic,College,Medical Leave,M,Urban,Divorced,Personal L3,Offer3,Branch,Four-Door Car,Medsize,2011-01-16,2011,January,Sunday
California,Yes,Extended,Bachelor,Employed,F,Urban,Divorced,Personal L3,Offer2,Web,Four-Door Car,Medsize,2011-01-20,2011,January,Thursday
Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal L3,Offer1,Branch,Four-Door Car,Medsize,2011-01-20,2011,January,Thursday
Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal L3,Offer3,Call Center,Sports Car,Medsize,2011-01-19,2011,January,Wednesday
California,No,Extended,College,Disabled,F,Suburban,Married,Personal L3,Offer1,Agent,SUV,Large,2011-01-11,2011,January,Tuesday
California,No,Basic,College,Medical Leave,F,Urban,Married,Personal L3,Offer1,Branch,Two-Door Car,Medsize,2011-02-07,2011,February,Monday
Nevada,Yes,Premium,College,Employed,M,Suburban,Single,Personal L3,Offer2,Branch,Sports Car,Medsize,2011-01-19,2011,January,Wednesday
Washington,No,Basic,Master,Employed,F,Rural,Married,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,2011-01-23,2011,January,Sunday
Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal L3,Offer2,Web,Four-Door Car,Small,2011-02-16,2011,February,Wednesday
Washington,No,Extended,Bachelor,Medical Leave,M,Suburban,Divorced,Corporate L2,Offer1,Branch,SUV,Medsize,2011-01-02,2011,January,Sunday
Oregon,No,Extended,College,Employed,M,Rural,Married,Special L2,Offer1,Branch,SUV,Large,2011-01-02,2011,January,Sunday
Oregon,No,Basic,Doctor,Unemployed,F,Urban,Married,Personal L3,Offer1,Branch,SUV,Large,2011-02-27,2011,February,Sunday
California,No,Basic,High School or Below,Unemployed,M,Suburban,Divorced,Personal L3,Offer1,Branch,Four-Door Car,Medsize,2011-01-25,2011,January,Tuesday
California,No,Basic,Bachelor,Employed,F,Urban,Married,Personal L3,Offer3,Branch,Two-Door Car,Small,2011-02-28,2011,February,Monday
Oregon,No,Extended,Master,Employed,M,Rural,Married,Corporate L2,Offer4,Call Center,Four-Door Car,Medsize,2011-01-05,2011,January,Wednesday
California,No,Extended,College,Employed,F,Rural,Married,Personal L2,Offer3,Branch,Sports Car,Medsize,2011-01-18,2011,January,Tuesday
Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal L2,Offer1,Agent,SUV,Medsize,2011-01-20,2011,January,Thursday
California,No,Premium,College,Employed,M,Suburban,Divorced,Personal L3,Offer1,Agent,Four-Door Car,Small,2011-02-03,2011,February,Thursday
Oregon,No,Premium,Master,Employed,M,Suburban,Married,Personal L3,Offer3,Branch,Four-Door Car,Small,2011-02-08,2011,February,Tuesday
Washington,No,Basic,College,Unemployed,F,Suburban,Single,Personal L1,Offer1,Agent,Luxury SUV,Medsize,2011-02-04,2011,February,Friday
Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal L2,Offer2,Branch,Two-Door Car,Medsize,2011-02-03,2011,February,Thursday
California,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate L3,Offer3,Call Center,Four-Door Car,Medsize,2011-01-29,2011,January,Saturday
Oregon,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal L2,Offer2,Call Center,Four-Door Car,Large,2011-02-16,2011,February,Wednesday
California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal L1,Offer1,Branch,Two-Door Car,Medsize,2011-01-11,2011,January,Tuesday
California,No,Basic,High School or Below,Medical Leave,F,Suburban,Divorced,Personal L2,Offer1,Agent,SUV,Medsize,2011-01-19,2011,January,Wednesday
California,No,Basic,College,Employed,F,Suburban,Married,Personal L3,Offer1,Agent,SUV,Medsize,2011-01-23,2011,January,Sunday
Nevada,No,Basic,College,Employed,F,Rural,Married,Personal L2,Offer1,Agent,Four-Door Car,Medsize,2011-02-21,2011,February,Monday
California,No,Extended,College,Employed,F,Urban,Married,Personal L3,Offer1,Agent,Four-Door Car,Medsize,2011-02-12,2011,February,Saturday
Oregon,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Personal L2,Offer1,Branch,Two-Door Car,Small,2011-01-18,2011,January,Tuesday
California,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Personal L1,Offer1,Agent,Four-Door Car,Medsize,2011-01-01,2011,January,Saturday
Arizona,Yes,Premium,High School or Below,Employed,F,Suburban,Married,Corporate L3,Offer2,Web,Four-Door Car,Large,2011-01-21,2011,January,Friday
Oregon,No,Basic,High School or Below,Employed,M,Urban,Single,Personal L3,Offer2,Agent,Four-Door Car,Large,2011-01-29,2011,January,Saturday
California,No,Extended,High School or Below,Medical Leave,F,Suburban,Married,Personal L2,Offer1,Agent,Four-Door Car,Medsize,2011-01-07,2011,January,Friday
Oregon,No,Basic,College,Employed,F,Rural,Divorced,Personal L1,Offer2,Branch,Luxury SUV,Medsize,2011-01-15,2011,January,Saturday
Nevada,No,Basic,College,Employed,F,Urban,Married,Personal L3,Offer2,Web,Four-Door Car,Large,2011-01-15,2011,January,Saturday
California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal L2,Offer1,Agent,Four-Door Car,Medsize,2011-02-07,2011,February,Monday
Oregon,No,Basic,Master,Employed,F,Urban,Married,Personal L2,Offer1,Branch,Two-Door Car,Medsize,2011-01-09,2011,January,Sunday
Oregon,No,Premium,College,Employed,F,Suburban,Married,Personal L3,Offer1,Branch,Four-Door Car,Medsize,2011-01-03,2011,January,Monday
California,Yes,Extended,College,Medical Leave,M,Suburban,Married,Personal L1,Offer2,Branch,Four-Door Car,Small,2011-01-05,2011,January,Wednesday
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal L2,Offer2,Call Center,Four-Door Car,Small,2011-01-30,2011,January,Sunday
Nevada,Yes,Extended,College,Employed,M,Suburban,Single,Personal L1,Offer2,Agent,Luxury SUV,Small,2011-01-14,2011,January,Friday
Arizona,Yes,Basic,College,Employed,F,Rural,Single,Corporate L3,Offer2,Agent,Two-Door Car,Medsize,2011-01-11,2011,January,Tuesday
Nevada,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal L2,Offer2,Web,Four-Door Car,Medsize,2011-01-07,2011,January,Friday
Washington,No,Premium,Bachelor,Employed,F,Urban,Married,Personal L2,Offer4,Agent,SUV,Medsize,2011-02-10,2011,February,Thursday
Washington,Yes,Extended,Master,Unemployed,M,Suburban,Single,Personal L3,Offer1,Agent,SUV,Small,2011-01-31,2011,January,Monday
Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal L3,Offer2,Agent,Four-Door Car,Small,2011-01-07,2011,January,Friday
Oregon,No,Basic,Doctor,Employed,M,Suburban,Divorced,Corporate L2,Offer1,Web,Four-Door Car,Small,2011-02-26,2011,February,Saturday
Oregon,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate L3,Offer1,Agent,Sports Car,Small,2011-01-03,2011,January,Monday
Oregon,No,Extended,High School or Below,Employed,M,Urban,Married,Personal L3,Offer2,Web,SUV,Medsize,2011-02-10,2011,February,Thursday
Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal L2,Offer2,Branch,Four-Door Car,Medsize,2011-02-10,2011,February,Thursday
California,No,Premium,High School or Below,Employed,F,Urban,Married,Personal L2,Offer2,Branch,Two-Door Car,Medsize,2011-01-16,2011,January,Sunday
Oregon,No,Extended,Bachelor,Employed,M,Suburban,Divorced,Personal L2,Offer1,Branch,Four-Door Car,Small,2011-01-02,2011,January,Sunday
California,No,Basic,Bachelor,Employed,M,Rural,Married,Personal L1,Offer2,Call Center,SUV,Small,2011-02-09,2011,February,Wednesday
California,Yes,Extended,College,Employed,M,Suburban,Single,Special L2,Offer2,Agent,Luxury SUV,Small,2011-01-14,2011,January,Friday
Washington,No,Basic,College,Employed,F,Urban,Single,Personal L3,Offer3,Call Center,Four-Door Car,Medsize,2011-01-22,2011,January,Saturday
Oregon,No,Basic,High School or Below,Disabled,M,Suburban,Married,Personal L2,Offer2,Branch,Four-Door Car,Medsize,2011-02-05,2011,February,Saturday
Washington,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal L3,Offer2,Call Center,Two-Door Car,Small,2011-02-22,2011,February,Tuesday
Arizona,No,Basic,Bachelor,Employed,F,Rural,Married,Personal L3,Offer2,Agent,SUV,Medsize,2011-02-03,2011,February,Thursday
Arizona,Yes,Premium,High School or Below,Employed,F,Suburban,Single,Personal L1,Offer1,Agent,Four-Door Car,Medsize,2011-02-01,2011,February,Tuesday
Washington,No,Extended,High School or Below,Employed,M,Suburban,Married,Corporate L3,Offer2,Branch,SUV,Medsize,2011-01-26,2011,January,Wednesday
Arizona,No,Premium,High School or Below,Employed,M,Urban,Married,Personal L1,Offer4,Call Center,Sports Car,Medsize,2011-02-15,2011,February,Tuesday
Arizona,No,Extended,College,Employed,F,Suburban,Divorced,Personal L3,Offer2,Branch,Four-Door Car,Medsize,2011-02-18,2011,February,Friday
California,No,Extended,Bachelor,Employed,F,Suburban,Married,Corporate L3,Offer3,Agent,SUV,Medsize,2011-02-26,2011,February,Saturday
California,No,Basic,Bachelor,Employed,M,Suburban,Single,Personal L2,Offer1,Branch,SUV,Medsize,2011-01-24,2011,January,Monday
Washington,No,Extended,Doctor,Employed,F,Rural,Divorced,Personal L2,Offer2,Agent,Two-Door Car,Medsize,2011-01-10,2011,January,Monday
Oregon,No,Extended,Master,Unemployed,M,Suburban,Divorced,Personal L2,Offer1,Agent,Four-Door Car,Medsize,2011-02-08,2011,February,Tuesday
Nevada,No,Basic,High School or Below,Employed,F,Rural,Married,Personal L2,Offer3,Web,SUV,Medsize,2011-01-30,2011,January,Sunday
Oregon,No,Premium,High School or Below,Disabled,M,Suburban,Married,Corporate L3,Offer3,Branch,Two-Door Car,Medsize,2011-02-04,2011,February,Friday
California,Yes,Basic,College,Medical Leave,F,Suburban,Married,Personal L3,Offer1,Branch,Sports Car,Large,2011-01-26,2011,January,Wednesday
Nevada,No,Extended,Bachelor,Employed,F,Urban,Divorced,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,2011-02-07,2011,February,Monday
California,Yes,Basic,Bachelor,Unemployed,F,Suburban,Single,Special L3,Offer1,Web,Two-Door Car,Medsize,2011-01-30,2011,January,Sunday
Oregon,No,Basic,College,Employed,F,Rural,Married,Personal L3,Offer2,Branch,SUV,Medsize,2011-01-28,2011,January,Friday
Arizona,No,Basic,High School or Below,Employed,M,Urban,Married,Personal L2,Offer2,Agent,Four-Door Car,Medsize,2011-02-27,2011,February,Sunday
Nevada,No,Basic,College,Employed,F,Urban,Married,Personal L2,Offer1,Agent,Two-Door Car,Medsize,2011-02-28,2011,February,Monday
California,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal L2,Offer2,Agent,Four-Door Car,Small,2011-02-25,2011,February,Friday
Arizona,No,Basic,Master,Employed,M,Urban,Married,Personal L3,Offer1,Branch,Four-Door Car,Small,2011-02-01,2011,February,Tuesday
Arizona,No,Basic,College,Employed,F,Rural,Married,Corporate L2,Offer2,Call Center,Four-Door Car,Large,2011-02-04,2011,February,Friday
Nevada,No,Basic,College,Employed,F,Suburban,Married,Corporate L3,Offer2,Branch,Two-Door Car,Medsize,2011-01-27,2011,January,Thursday
California,No,Extended,Master,Unemployed,F,Rural,Married,Personal L2,Offer1,Agent,Two-Door Car,Medsize,2011-01-18,2011,January,Tuesday
California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal L1,Offer1,Call Center,SUV,Large,2011-01-28,2011,January,Friday
Washington,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Personal L2,Offer3,Branch,Two-Door Car,Medsize,2011-01-29,2011,January,Saturday
Arizona,No,Basic,Master,Unemployed,M,Rural,Married,Personal L1,Offer4,Branch,Two-Door Car,Medsize,2011-01-15,2011,January,Saturday
Nevada,Yes,Extended,Bachelor,Employed,F,Suburban,Divorced,Personal L3,Offer1,Agent,Four-Door Car,Medsize,2011-01-26,2011,January,Wednesday
California,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal L3,Offer4,Agent,SUV,Medsize,2011-02-20,2011,February,Sunday
California,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal L2,Offer1,Branch,SUV,Medsize,2011-02-24,2011,February,Thursday
Arizona,No,Basic,College,Employed,M,Suburban,Divorced,Personal L2,Offer4,Call Center,Four-Door Car,Large,2011-01-22,2011,January,Saturday
Oregon,Yes,Extended,Master,Unemployed,M,Suburban,Single,Personal L3,Offer1,Agent,SUV,Small,2011-01-31,2011,January,Monday
Oregon,Yes,Basic,Bachelor,Retired,M,Suburban,Divorced,Corporate L3,Offer2,Web,Four-Door Car,Medsize,2011-02-17,2011,February,Thursday
California,No,Basic,College,Employed,F,Rural,Married,Corporate L1,Offer2,Agent,Two-Door Car,Medsize,2011-01-24,2011,January,Monday
Nevada,Yes,Basic,Master,Disabled,F,Suburban,Divorced,Personal L2,Offer1,Agent,Four-Door Car,Small,2011-01-28,2011,January,Friday
California,Yes,Extended,High School or Below,Retired,F,Suburban,Divorced,Personal L2,Offer1,Agent,Four-Door Car,Large,2011-02-19,2011,February,Saturday
California,No,Basic,College,Employed,F,Rural,Married,Corporate L3,Offer1,Branch,Four-Door Car,Medsize,2011-01-28,2011,January,Friday
Nevada,No,Premium,Bachelor,Unemployed,F,Suburban,Married,Personal L3,Offer1,Call Center,SUV,Small,2011-02-06,2011,February,Sunday
Arizona,Yes,Basic,Bachelor,Employed,M,Rural,Married,Corporate L3,Offer2,Agent,SUV,Medsize,2011-01-21,2011,January,Friday
Oregon,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Personal L2,Offer2,Branch,Four-Door Car,Medsize,2011-02-13,2011,February,Sunday
Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal L1,Offer1,Branch,Four-Door Car,Medsize,2011-01-17,2011,January,Monday
Washington,No,Basic,College,Employed,F,Rural,Married,Corporate L1,Offer1,Agent,Four-Door Car,Large,2011-02-06,2011,February,Sunday
California,Yes,Extended,Doctor,Employed,M,Suburban,Divorced,Corporate L2,Offer2,Agent,Sports Car,Medsize,2011-01-18,2011,January,Tuesday
California,No,Extended,College,Unemployed,F,Suburban,Married,Personal L3,Offer2,Web,Four-Door Car,Medsize,2011-01-08,2011,January,Saturday
Washington,No,Basic,High School or Below,Employed,M,Rural,Single,Personal L1,Offer4,Agent,Two-Door Car,Medsize,2011-02-09,2011,February,Wednesday
Arizona,Yes,Basic,Bachelor,Disabled,F,Suburban,Divorced,Personal L2,Offer1,Web,Four-Door Car,Medsize,2011-01-11,2011,January,Tuesday
Arizona,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Personal L2,Offer1,Call Center,SUV,Medsize,2011-02-10,2011,February,Thursday
California,No,Basic,Bachelor,Disabled,F,Suburban,Divorced,Personal L1,Offer3,Web,Sports Car,Medsize,2011-02-10,2011,February,Thursday
California,No,Extended,College,Unemployed,M,Suburban,Single,Personal L3,Offer3,Branch,Four-Door Car,Medsize,2011-01-30,2011,January,Sunday
California,No,Basic,Bachelor,Medical Leave,F,Suburban,Married,Personal L2,Offer1,Branch,Two-Door Car,Small,2011-01-05,2011,January,Wednesday
Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal L3,Offer2,Web,Two-Door Car,Small,2011-02-11,2011,February,Friday
California,Yes,Basic,High School or Below,Retired,M,Suburban,Married,Personal L3,Offer3,Web,Four-Door Car,Medsize,2011-01-05,2011,January,Wednesday
California,No,Basic,Doctor,Unemployed,M,Suburban,Married,Personal L3,Offer3,Agent,Four-Door Car,Small,2011-02-17,2011,February,Thursday
Oregon,No,Basic,High School or Below,Employed,F,Urban,Married,Personal L3,Offer2,Web,SUV,Medsize,2011-02-24,2011,February,Thursday
Arizona,No,Basic,High School or Below,Employed,F,Rural,Married,Personal L3,Offer3,Agent,Four-Door Car,Medsize,2011-02-06,2011,February,Sunday
Oregon,No,Basic,Bachelor,Employed,M,Rural,Single,Personal L2,Offer1,Web,SUV,Medsize,2011-01-04,2011,January,Tuesday
California,Yes,Basic,Bachelor,Employed,F,Urban,Married,Personal L3,Offer2,Branch,SUV,Medsize,2011-01-14,2011,January,Friday
Oregon,No,Extended,High School or Below,Employed,F,Urban,Single,Personal L3,Offer1,Call Center,Sports Car,Medsize,2011-01-13,2011,January,Thursday
